Date,Origin,Destination
7/9/1913,Bayonne,Luchon
7/11/1913,Luchon,Perpignan
7/13/1913,Perpignan,Aix-en-Provence
7/15/1913,Aix-en-Provence,Nice
7/17/1913,Nice,Grenoble
7/19/1913,Grenoble,Geneva
7/21/1913,Geneva,Belfort
7/23/1913,Belfort,Longwy
7/25/1913,Longwy,Dunkerque
7/27/1913,Dunkerque,Paris
6/30/1912,Paris,Dunkerque
7/2/1912,Dunkerque,Longwy
7/4/1912,Longwy,Belfort
7/6/1912,Belfort,Chamonix
7/8/1912,Chamonix,Grenoble
7/10/1912,Grenoble,Nice
7/12/1912,Nice,Marseille
7/14/1912,Marseille,Perpignan
7/16/1912,Perpignan,Luchon
7/18/1912,Luchon,Bayonne
7/20/1912,Bayonne,La Rochelle
7/21/1912,La Rochelle,Brest
7/24/1912,Brest,Cherbourg
7/26/1912,Cherbourg,Le Havre
7/28/1912,Le Havre,Paris
7/2/1911,Paris,Dunkerque
7/4/1911,Dunkerque,Longwy
7/6/1911,Longwy,Belfort
7/8/1911,Belfort,Chamonix
7/10/1911,Chamonix,Grenoble
7/12/1911,Grenoble,Nice
7/14/1911,Nice,Marseille
7/16/1911,Marseille,Perpignan
7/18/1911,Perpignan,Luchon
7/20/1911,Luchon,Bayonne
7/22/1911,Bayonne,La Rochelle
7/23/1911,La Rochelle,Brest
7/26/1911,Brest,Cherbourg
7/28/1911,Cherbourg,Le Havre
7/30/1911,Le Havre,Paris
7/3/1910,Paris,Roubaix
7/5/1910,Roubaix,Metz
7/7/1910,Metz,Belfort
7/9/1910,Belfort,Lyon
7/11/1910,Lyon,Grenoble
7/13/1910,Grenoble,Nice
7/15/1910,Nice,Nîmes
7/17/1910,Nîmes,Perpignan
7/19/1910,Perpignan,Luchon
7/21/1910,Luchon,Bayonne
7/23/1910,Bayonne,Bordeaux
7/25/1910,Bordeaux,Nantes
7/27/1910,Nantes,Brest
7/29/1910,Brest,Caen
7/31/1910,Caen,Paris
7/5/1909,Paris,Roubaix
7/7/1909,Roubaix,Metz
7/9/1909,Metz,Belfort
7/11/1909,Belfort,Lyon
7/13/1909,Lyon,Grenoble
7/15/1909,Grenoble,Nice
7/17/1909,Nice,Nîmes
7/19/1909,Nîmes,Toulouse
7/21/1909,Toulouse,Bayonne
7/23/1909,Bayonne,Bordeaux
7/25/1909,Bordeaux,Nantes
7/27/1909,Nantes,Brest
7/29/1909,Brest,Caen
8/1/1909,Caen,Paris
7/13/1908,Paris,Roubaix
7/15/1908,Roubaix,Metz
7/17/1908,Metz,Belfort
7/19/1908,Belfort,Lyon
7/21/1908,Lyon,Grenoble
7/23/1908,Grenoble,Nice
7/25/1908,Nice,Nîmes
7/27/1908,Nîmes,Toulouse
7/29/1908,Toulouse,Bayonne
7/31/1908,Bayonne,Bordeaux
8/2/1908,Bordeaux,Nantes
8/4/1908,Nantes,Brest
8/6/1908,Brest,Caen
8/9/1908,Caen,Paris
7/8/1907,Paris,Roubaix
7/10/1907,Roubaix,Metz
7/12/1907,Metz,Belfort
7/14/1907,Belfort,Lyon
7/16/1907,Lyon,Grenoble
7/18/1907,Grenoble,Nice
7/20/1907,Nice,Nîmes
7/22/1907,Nîmes,Toulouse
7/24/1907,Toulouse,Bayonne
7/26/1907,Bayonne,Bordeaux
7/28/1907,Bordeaux,Nantes
7/30/1907,Nantes,Brest
8/1/1907,Brest,Caen
8/4/1907,Caen,Paris
7/4/1906,Paris,Lille
7/6/1906,Douai,Nancy
7/8/1906,Nancy,Dijon
7/10/1906,Dijon,Grenoble
7/12/1906,Grenoble,Nice
7/14/1906,Nice,Marseille
7/16/1906,Marseille,Toulouse
7/18/1906,Toulouse,Bayonne
7/20/1906,Bayonne,Bordeaux
7/22/1906,Bordeaux,Nantes
7/24/1906,Nantes,Brest
7/26/1906,Brest,Caen
7/29/1906,Caen,Paris
7/9/1905,Paris,Nancy
7/11/1905,Nancy,Besançon
7/14/1905,Besançon,Grenoble
7/16/1905,Grenoble,Toulon
7/18/1905,Toulon,Nîmes
7/20/1905,Nîmes,Toulouse
7/22/1905,Toulouse,Bordeaux
7/24/1905,Bordeaux,La Rochelle
7/26/1905,La Rochelle,Rennes
7/28/1905,Rennes,Caen
7/29/1905,Caen,Paris
7/2/1904,Montgeron,Lyon
7/9/1904,Lyon,Marseille
7/13/1904,Marseille,Toulouse
7/17/1904,Toulouse,Bordeaux
7/20/1904,Bordeaux,Nantes
7/23/1904,Nantes,Paris
7/1/1903,Paris,Lyon
7/5/1903,Lyon,Marseille
7/8/1903,Marseille,Toulouse
7/12/1903,Toulouse,Bordeaux
7/13/1903,Bordeaux,Nantes
7/18/1903,Nantes,Paris
